DT,NDVI,P,ET,LST
2003-01-10,0.6432,6.0092,49.8992,30.9848
2003-01-20,0.6425,6.5269,50.7691,32.3269
2003-01-31,0.6228,6.6770000000000005,61.978,32.8435
2003-02-10,0.5865,2.7805,63.7232,36.2703
2003-02-20,0.5391,2.7261,65.2764,37.609
2003-02-28,0.4949,2.633,52.4041,36.336999999999996
2003-03-10,0.4649,7.3306,68.2711,42.0352
2003-03-20,0.4536,13.5339,63.4023,38.424
2003-03-31,0.4665,36.7423,60.3358,36.1796
2003-04-10,0.5064,18.5482,65.5165,38.2505
2003-04-20,0.5655,112.2177,40.856,31.098000000000003
